0,0,40.39721551197578,26.034607274411854
0,1,37.554874965102805,22.84078069770094
0,2,40.379868089667845,26.083005704932763
0,3,37.59895650209762,23.947733213494992
1,0,40.39721551197578,26.034607274411854
1,1,37.554874965102805,22.84078069770094
1,2,40.379868089667845,26.083005704932763
1,3,37.59895650209762,23.947733213494992
2,0,42.78199746526852,26.034607274411854
2,1,39.93965691839554,22.84078069770094
2,2,42.76465004296058,26.083005704932763
2,3,39.98373845539036,23.947733213494992
3,0,42.78199746526852,26.034607274411854
3,1,39.93965691839554,22.84078069770094
3,2,42.76465004296058,26.083005704932763
3,3,39.98373845539036,23.947733213494992
4,0,45.16677941856126,26.034607274411854
4,1,42.32443887168829,22.84078069770094
4,2,45.14943199625333,26.083005704932763
4,3,42.3685204086831,23.947733213494992
5,0,45.16677941856126,26.034607274411854
5,1,42.32443887168829,22.84078069770094
5,2,45.14943199625333,26.083005704932763
5,3,42.3685204086831,23.947733213494992
6,0,47.551561371854,26.034607274411854
6,1,44.709220824981024,22.84078069770094
6,2,47.534213949546064,26.083005704932763
6,3,44.75330236197584,23.947733213494992
7,0,47.551561371854,26.034607274411854
7,1,44.709220824981024,22.84078069770094
7,2,47.534213949546064,26.083005704932763
7,3,44.75330236197584,23.947733213494992
8,0,49.936343325146744,26.034607274411854
8,1,47.09400277827377,22.84078069770094
8,2,49.91899590283881,26.083005704932763
8,3,47.138084315268586,23.947733213494992
9,0,49.936343325146744,26.034607274411854
9,1,47.09400277827377,22.84078069770094
9,2,49.91899590283881,26.083005704932763
9,3,47.138084315268586,23.947733213494992
10,0,52.32112527843948,26.034607274411854
10,1,49.478784731566506,22.84078069770094
10,2,52.303777856131546,26.083005704932763
10,3,49.52286626856132,23.947733213494992
11,0,52.32112527843948,26.034607274411854
11,1,49.478784731566506,22.84078069770094
11,2,52.303777856131546,26.083005704932763
11,3,49.52286626856132,23.947733213494992
12,0,54.705907231732226,26.034607274411854
12,1,51.86356668485925,22.84078069770094
12,2,54.68855980942429,26.083005704932763
12,3,51.90764822185406,23.947733213494992
13,0,54.705907231732226,26.034607274411854
13,1,51.86356668485925,22.84078069770094
13,2,54.68855980942429,26.083005704932763
13,3,51.90764822185406,23.947733213494992
14,0,57.090689185024964,26.034607274411854
14,1,54.24834863815199,22.84078069770094
14,2,57.07334176271703,26.083005704932763
14,3,54.292430175146805,23.947733213494992
15,0,57.090689185024964,26.034607274411854
15,1,54.24834863815199,22.84078069770094
15,2,57.07334176271703,26.083005704932763
15,3,54.292430175146805,23.947733213494992
16,0,59.4754711383177,26.034607274411854
16,1,56.633130591444726,22.84078069770094
16,2,59.458123716009766,26.083005704932763
16,3,56.67721212843955,23.947733213494992
17,0,59.4754711383177,26.034607274411854
17,1,56.633130591444726,22.84078069770094
17,2,59.458123716009766,26.083005704932763
17,3,56.67721212843955,23.947733213494992
18,0,61.860253091610446,26.034607274411854
18,1,59.01791254473747,22.84078069770094
18,2,61.84290566930251,26.083005704932763
18,3,59.06199408173229,23.947733213494992
19,0,61.860253091610446,26.034607274411854
19,1,59.01791254473747,22.84078069770094
19,2,61.84290566930251,26.083005704932763
19,3,59.06199408173229,23.947733213494992
20,0,64.24503504490319,26.034607274411854
20,1,61.402694498030215,22.84078069770094
20,2,64.22768762259525,26.083005704932763
20,3,61.446776035025024,23.947733213494992
21,0,64.24503504490319,26.034607274411854
21,1,61.402694498030215,22.84078069770094
21,2,64.22768762259525,26.083005704932763
21,3,61.446776035025024,23.947733213494992
